4.185811	2.354241	2.340810	1.186877	1.348120	0.262299	0.333360	0.034736	0.222542	0.272248	0.217513	0.093347	
-0.924935	0.010271	3.856285	-0.286899	2.100359	1.745333	1.081774	0.393642	1.870698	0.563970	0.062003	0.126986	
6.839203	0.001486	0.147675	1.479105	-0.044535	-1.459717	-0.722245	0.141147	1.277783	0.496108	-0.090786	-0.006465	
4.538355	1.856495	2.207663	2.526043	1.853354	0.479713	2.057402	2.278445	0.956835	0.329762	0.230330	0.102816	
6.397862	2.259058	1.604155	2.904149	2.042295	-0.284402	0.981713	-0.454364	-1.046790	-0.794277	-0.073908	0.067929	
5.197734	1.544083	0.648037	0.120284	0.585223	-0.019082	0.649930	0.254230	0.708287	0.553466	0.250164	0.092526	
6.237327	-0.867302	-0.465025	2.312831	3.094690	2.378303	0.896127	1.288972	0.810854	-0.351890	-0.375562	-0.003446	
4.107281	2.408658	2.054434	1.505670	1.492174	0.543468	0.494848	0.761994	1.059510	0.740836	0.438863	0.124628	
3.560417	1.720386	2.277385	0.846969	2.226118	0.584907	1.273283	0.625059	0.400550	0.436541	0.164088	0.084865	
1.615618	-0.868213	3.608404	1.850043	-0.232544	-0.069625	1.939963	0.648259	0.466133	0.973259	0.305201	0.048175	
7.436761	-0.303763	-1.194994	2.401114	1.912688	-1.302163	0.919896	1.658151	1.315795	0.116281	-0.133832	0.021303	
3.890092	2.354642	2.168537	1.767462	2.402256	2.047742	1.824157	0.852246	0.415856	0.544463	0.398086	0.115183	
5.191889	2.954001	3.054045	3.807637	4.344283	0.261181	-0.851104	0.255898	-0.059341	-0.378263	-0.260399	-0.087376	
4.681983	2.252112	1.184014	0.633563	0.875858	0.889039	1.241699	0.986592	0.742587	0.481793	0.402414	0.125870	
5.690641	0.778535	0.029112	3.601980	4.466027	1.976569	2.258508	2.398678	0.540609	-0.332639	-0.222790	0.118164	
3.326356	2.574404	2.452879	2.026266	1.962385	1.455607	1.290884	1.079185	0.940996	0.768647	0.541361	0.133947	
3.772884	2.813465	2.694069	2.064160	1.974724	1.178218	0.846934	0.512532	0.463919	0.449081	0.394441	0.105546	
1.609734	2.205176	3.907990	-2.210502	-1.819699	-0.438760	0.934437	0.271569	1.495611	1.299785	0.315868	0.120730	
7.113690	0.452828	-0.301363	2.025828	2.488080	-2.346117	-0.617368	0.865516	1.222290	0.615780	-0.117662	0.019392	
4.425803	2.662135	2.801655	3.186513	2.951841	2.334548	2.780743	1.946921	0.580527	0.229819	0.232296	0.112188	
6.311216	2.573185	2.674156	4.135443	2.129676	-1.643814	-0.448739	0.001894	-0.212123	-0.065846	-0.059148	0.025715	
4.591416	1.822290	1.046275	-0.035253	0.306509	-0.200675	0.416082	1.833770	2.019693	0.328915	0.308317	0.089464	
6.993384	-1.125647	-1.905903	3.496961	3.738627	0.475035	1.874538	1.812514	0.810583	-0.552077	-0.434341	0.003220	
3.609414	2.422932	1.878936	1.432619	1.449086	1.158094	1.287646	1.221447	1.238004	1.005908	0.615147	0.137355	
4.701516	3.149646	3.572073	4.146950	3.654709	1.442061	0.912416	1.079539	0.496763	0.196109	0.064609	0.007861	
1.333044	0.497729	4.277088	1.275666	0.483111	1.498022	2.955527	0.258617	0.996599	0.692690	0.182520	0.089040	
5.353622	1.236826	0.422925	2.171739	2.867383	0.474384	0.503074	2.170983	1.778133	0.531886	0.039220	0.029759	
4.369470	2.347921	2.448391	2.995017	3.807397	3.573263	2.844138	0.957210	0.405306	0.341850	0.312714	0.150104	
5.719599	1.055941	2.268352	5.045060	5.247576	-1.170167	0.719371	0.730232	-0.199753	-0.164961	-0.227507	0.057295	
3.836964	2.392709	1.619240	1.106771	1.414951	1.538987	1.845438	1.574003	1.107736	0.690728	0.475480	0.118509	
5.867263	-0.470869	-1.356693	3.670830	6.189326	1.846976	1.133052	1.570288	0.575050	-0.019851	-0.262379	0.087887	
2.861629	2.359700	2.259039	2.092223	2.034274	1.815929	1.667627	1.431147	1.171545	0.873341	0.545048	0.130679	
